index,username,tweet,timestamp
3550,b'Erin Earnest ',"b'Another day another 10 min+ delayed @SFBART train with no explanation. Thanks, guys! @SFBARTalert #sfbart'",23/12/15 15:52
3551,b'SF Bud ',b'@SFBARTalert @SFBART Why are the Fire Alarm strobes all flashing at Civic Center?',23/12/15 8:41
3552,b'liz  \n\xf0\x9f\x8d\x8a\n \xe2\x9a\x96\xef\xb8\x8f\n \xf0\x9f\x94\x97\n ',"b'@SFBARTalert -- You do realize ""wet weather conditions"" are only expected to get worse... right?? #ElNino #California #commuterconcerns'",22/12/15 8:32
3553,b'Mikey G. ',b'@SFBART @SFBARTalert turn on the air',22/12/15 7:32
3554,b'John Grace ',"b'@jackie_ward @SFBARTalert As opposed to the MBTA, which only needs oxygen to knock it off schedule.'",22/12/15 6:12
3555,b'Boba The Fett ',b'@LilacSundayBlog @SFBARTalert @SFBART what an ignorant post',21/12/15 18:17
3556,b'Jennifer Lazo ',b'Power is out in the @SFBART  El Cerrito Plaza parking lots. No overhead lights. Creepy! @SFBARTalert',21/12/15 17:38
3557,b'CuRmUdGeOn ',"b'@SFBARTalert said Jim Allison, a BART spokesman. ""Not from what I\'ve seen in the seven years I\'ve been here."" SF Gate-4/29/13'",21/12/15 15:53
3558,b'CuRmUdGeOn ',"b'@SFBARTalert BART officials say there\'s no cause and effect between rain and slow trains. ""No, that\'s not the case,""'",21/12/15 15:53
3559,b'SFBARTalert ',b'10 min delay system wide due to wet weather conditions.',21/12/15 8:00
3560,b'SFBARTalert ',b'10 min delay on PITT line in PITT dir due to police activity.',20/12/15 18:50
3561,b'Ron Mart\xc3\xadnez  \n\xf0\x9f\x91\x93\n ',b'@joeyguerrero @sfbartalert Thank you!',20/12/15 10:47
3562,b'suldrew  \n\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88\n \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n ',b'@SFBARTalert @sfmta_muni time for platform doors',20/12/15 9:46
3563,"b'Good News, Bitches! '","b'Oh, FFS...was there really a fatality at MacArthur an hour ago as well, @SFBARTalert?!'",20/12/15 9:44
3564,b'Katherine Yang ',b'@SFBARTalert does this mean BART is now picking up passengers at N Berk station?',20/12/15 9:27
3565,b'San Jose Now ',"b'Major delay at DBRK in FRMT, RICH and DALY dirs due to a major medical emergency. @SFBARTalert http://toplocalnow.com/united-states/california/san-jose?utm_source=dlvr.it&utm_medium=twitter \xe2\x80\xa6'",20/12/15 8:56
3566,b'Joey Guerrero ',b'@ronmartinez @SFBARTalert Downtown Berkeley',20/12/15 8:44
3567,b'Ron Mart\xc3\xadnez  \n\xf0\x9f\x91\x93\n ',"b""@SFBARTalert What's DBRK?""",20/12/15 8:41
3568,b'CVBruce ',b'@SFBARTalert Do you really have to save that much typing by using abbreviations for stations and lines?  Really DBRK Dog Bark?',20/12/15 8:37
3569,b'Jennifer Alfsen ',"b""Train moving again, boy was taken by paramedics. Hope he's OK @SFBARTalert Richmond dir """,18/12/15 9:20
3570,b'Jennifer Alfsen ',"b'Medical emergency, seizure on @SFBARTalert train Richmond dir. Stopped at Berekley station. Waiting for medics.'",18/12/15 9:16
3571,b'Tristan ',"b""@SFBART @SFBARTalert not only that train but looks like every train because we already moved to another train and it's the same 1850y""",17/12/15 18:33
3572,b'Tristan ',"b""Dublin pleasanton train 367xD smells like a burning rubber in here... Please have someone check. @SFBART @SFBARTalert and there's no power!?""",17/12/15 18:26
3573,b'Tristan ',b'@SFBART @SFBARTalert just sayin  ',17/12/15 17:53
3574,b'Warrior Essence ',b'@SFBARTalert @abc7newsBayArea always equip. issues BUT after the BART strike workers & board members got raises. Commuters deserve better!!!',17/12/15 17:53
3575,b'deronaucoin ',b'@SFBARTalert can we rely on BART to get to the airport?',17/12/15 17:43
3576,b'deronaucoin ',"b'@SFBARTalert gap between SFIA trains is growing. any plan to update riders? people have flight schedules, you know? '",17/12/15 17:42
3577,b'deronaucoin ',b'@SFBARTalert what was the equipment problem?',17/12/15 17:38
3578,b'RullyK ',"b""@SFBARTalert @SFBART now we're getting into another train that's already jam-packed from the delay earlier.""",17/12/15 17:35
3579,b'SFBARTalert ',b'BART recovering: major delay system wide due to an earlier equipment prob on a train.',17/12/15 17:35
3580,b'Emily Kirschenheuter\nVerified account\n ',"b""@Cha_cho50 @SFBARTalert hey, they're trying their best #appreciate #BART""",17/12/15 17:35
3581,b'RullyK ',"b""@SFBARTalert @SFBART aw cmon!! now we're getting kicked out of the train.""",17/12/15 17:28
3582,b'R Narayanan ',"b'@SFBARTalert @SFBART to add caios. 8 car Frmt train goes out of service at bay fair, substitute with a 6 car train.'",17/12/15 17:20
3583,b'Don Reynolds ',b'@SFBARTalert what else is new?',17/12/15 17:14
3584,b'SFBARTalert ',b'BART recovering: major delay on FRMT line in DALY dir due to equip prob.',17/12/15 17:10
3585,b'RullyK ',"b""@RogWilco @SFBARTalert @SFBART case in point, i'm sitting at the EMB station bec something on a track at WOAK. One thing after another.""",17/12/15 16:54
3586,b'R Narayanan ',"b""@SFBARTalert @SFBART:fmt bart oprt  msg: apologize guys.I'll be leaving the train just for a moment to retrieve an item out of the track!""",17/12/15 16:54
3587,b'Nick Williams ',"b'@rullykusuma @SFBARTalert @SFBART agreed, but if your goal is to eliminate delays, that\xe2\x80\x99s the source of almost all of them'",17/12/15 16:44
3588,b'Marisela \xef\xa3\xbf ',b'Again you disappoint!!!! @SFBARTalert !!!! Your customers from Dublin need to get home too!!!!  You suck!!!',17/12/15 16:43
3589,b'\xe2\x9b\xa7Twinkleplum\xe2\x98\xadFairy\xe2\x9b\xa7 ',"b""@RogWilco @rullykusuma @SFBARTalert @SFBART wow, they're getting rid of more seats, what a fantastic improvement""",17/12/15 16:41
3590,b'J Iekika ',b'@SFBARTalert an empty train just went thru 12th street without stopping. #tiredofbart',17/12/15 16:37
3591,b'J Iekika ',b'@SFBARTalert get some extra trains moving. Its rush hour or dont you care how uncomfortable ur passengers are?',17/12/15 16:33
3592,b'R Narayanan ',b'@SFBARTalert @SFBART good news partially west oakland stuck train..is moving..but major delays. Watch out fellow bart commuters.',17/12/15 16:29
3593,b'Faisal Quadri ',b'@SFBARTalert is it a 30min or 1hr or more delay?',17/12/15 16:27
3594,b'BiyanMajidi ',b'@SFBARTalert I have to be at Dons Barber Shop by 5:30pm!',17/12/15 16:25
3595,b'RullyK ',b'@RogWilco @SFBARTalert @SFBART those are the cars which one of MANY parts of the infrastructure.',17/12/15 16:25
3596,b'Christopher L ',b'@SFBARTalert From 10 min to major?... You guys need to do your job better. #nycpublictransisbetter #bartsucks',17/12/15 16:24
3597,b'RullyK ',b'@SFBARTalert @SFBART you guys have increased ticket price year after year.',17/12/15 16:24
3598,b'Nick Williams ',b'@rullykusuma @SFBARTalert @SFBART They already are: http://www.bart.gov/about/projects/cars \xe2\x80\xa6',17/12/15 16:23
3599,b'SFBARTalert ',b'Major delay at WOAK on DALY line in East Bay dir due to equip prob.',17/12/15 16:22
3600,b'Lauren Jennings ',b'@SFBARTalert gonna be longer than 10 minutes... Been waiting at Embarcadero at least 15 minutes...try to provide a more accurate estimate',17/12/15 16:22
3601,b'RullyK ',b'@SFBARTalert @SFBART arrgh! What would it take you guys to fix the whole infrastructure? These things are happening way too often.',17/12/15 16:21
3602,b'Christopher L ',"b'@SFBARTalert My BART has not moved for 16 mins..... Longer than 10 min delay, 10 would be nice....'",17/12/15 16:14
3603,b'SFBARTalert ',b'10 min delay between SF stns and East Bay stns in East Bay dir due to equip prob.',17/12/15 16:12
3604,b'Sean Rabe ',"b'On @SFBART PITT train, outside of West Oakland, car 1622 has no power. What gives? @SFBARTalert'",17/12/15 16:09
3605,b'SFBARTalert ',b'BART recovering: major delay at RICH in FRMT and MLBR dirs due to equip prob.',17/12/15 15:08
3606,b'R Narayanan ',"b'@SFBARTalert @SFBART frmt train held up at hayward,  reason not known?'",17/12/15 9:10
3607,b'Jarrett M ',"b'@alueder @SFBARTalert @SFBART yes, reality = 20 min delay; for those who need to transfer 40+ min delay. Fix the system.'",17/12/15 8:14
3608,b'Solotar ',b'@SFBARTalert @SFBART yet another sardine can shortened rush hour train. Enjoy your union wages oh govt masters! Well suck it up.',17/12/15 8:13
3609,b'delegate4hillary ',b'@SFBARTalert @SFBART everyday... Please at-least get us WIFI on trains',17/12/15 8:01
3610,b'Andrew Lueder ',"b'@SFBARTalert Be honest - this is far more than a 10 minute delay, especially when the trains do finally arrive and are too crowded to board.'",17/12/15 8:01
3611,b'George Rask ',b'@SFBARTalert   BART with delays into SF',17/12/15 7:48
3612,b'Taylor Fisher ',"b""@SFBART @SFBARTalert, what's with the insane delay at Walnut Creek??""",17/12/15 7:45
3613,b'Sunil ',"b'@SFBARTalert @SFBART You wait 20 minutes at the regular platform, are 1st in line and the train shows up at the other platform! #howdoitell'",16/12/15 9:03
3614,b'Sunil ',"b'@SFBARTalert @SFBART Crowded Fremont Station. Standing room only. Folks, take a later train.'",16/12/15 8:48
3615,b'SFBARTalert ',"b'BART recovering: 20 min delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to an earlier disabled train.'",16/12/15 8:30
3616,b'George Kelly  \n\xf0\x9f\x93\xb0\n ',"b'Heads up, #SanFrancisco @SFBART @SFBARTalert commuters '",15/12/15 17:25
3617,b'R Narayanan ',b'@SFBARTalert @SFBART train not stopping at coliseum station.',15/12/15 9:06
3618,b'R Narayanan ',"b'@SFBARTalert @SFBART bart police activity at Oakland coliseum, slow moving trains!!'",15/12/15 9:05
3619,b'Kevin Li ',b'20 mins without a single train to Fremont or Dublin @sfbart @SFBARTalert',14/12/15 18:41
3620,b'R Narayanan ',b'@SFBART @SFBARTalert bart control center personal was trained by the frmt line bart operator. Bart needs more operator like this dude.',14/12/15 18:29
3621,b'Brian F. ',b'@SFBARTalert hello?',14/12/15 17:09
3622,b'Spencer Bowen ',b'Six different Bart delays in the last 24 hours according to @SFBARTalert',13/12/15 11:19
3623,b'Spencer Bowen ',"b'Love it!!!! \xe2\x80\x9c@SFBARTalert: 20 min delay at DALY in PITT, DUBL and SF dirs due to equip prob.\xe2\x80\x9d'",13/12/15 11:18
3624,b'jason s ',b'@SFBARTalert any updates?',12/12/15 18:17
3625,b'Rick Brown ',b'@SFBARTalert stuck at Bayfair..some kind of police action.  Sitting here over 5 min so far',11/12/15 5:54
3626,b'SFBARTalert ',b'BART recovering: 10 min delay system wide due to track maint in downtown Oak.',11/12/15 4:41
3627,b'Maximilian ',"b'@SFBART @SFBARTalert Man. Third car back. Sf airport train leaving lafayette to orina is urinating on your seats, windows, and ground.'",10/12/15 14:25
3628,b'R Narayanan ',b'@SFBARTalert @SFBART okay for the FIRST TIME.. I see the bart operator running to fix the door. #goodjob. Train back in service.',10/12/15 10:05
3629,b'R Narayanan ',b'@SFBARTalert @SFBART again!!! Train from Fremont door problem out of service at embarcadero.',10/12/15 10:01
3630,b'SFBARTalert ',"b'10 min delay on DALY line in SFO, MLBR and DALY dirs due to wet weather conditions.'",10/12/15 9:06
3631,b'Jacob Ritvo ',b'@SFBARTalert any more updates? Waiting at Millbrae 20 minutes already. No train in sight.',10/12/15 8:18
3632,b'Mikey G. ',b'@SFBARTalert turn on the air',10/12/15 7:43
3633,b'Stephanie ',"b""#BART and you're there... Unless your train is super delayed. @SFBARTalert""",10/12/15 7:23
3634,b'SFBARTalert ',"b'BART recovering: major delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob.'",10/12/15 7:11
3635,b'Margaret flaherty ',"b""@SFBARTalert  please use your electronic signs to relay info. Not quite sure why you can't do this!""",10/12/15 7:06
3636,b'PARTYNEXTDOOR ',b'@SFBARTalert I know',10/12/15 6:48
3637,b'KTVU\nVerified account\n ',b'JUST IN: @SFBARTalert\n10 min delay at Richmond station on in all directions due to a medical emergency. @sal_castaneda has details @ 645am',10/12/15 6:33
3638,b'SFBARTalert ',b'10 min delay at RICH on RICH line in FRMT and MLBR dirs due to a medical emergency.',10/12/15 6:30
3639,b'\xc3\x90\xe2\x8d\x99\xe1\xb9\xbf!\xe1\x91\xbc \xc5\xa6\xe2\x8d\x9a\xe1\x91\xb0\xe1\x91\xbd  \n\xe2\x9a\xa1\n\xe1\x90\x84\xe2\x98\xa5\xe1\x90\x84 ',b'@BlocBoiFAME you see it #fixiegoon #atthetop #dontstop @SFBARTalert ',9/12/15 13:11
3640,b'marcm ',b'@SFBARTalert - Willing to bet many train medical emergencies are the result of your crowded cars with no ventilation. Miserable & unsafe.',9/12/15 9:48
3641,b'Taranicole Bristol ',b'@SFBART @SFBARTalert whats going on in the macarthur station? my boyfriends stranded w/ no update? should i pick him up? something serious?',8/12/15 21:11
3642,b'Kara Fortuna ',"b""@SFBARTalert what's with the Fremont train that just decided not to stop at Montgomery? Not okay.""",8/12/15 14:25
3643,b'R Narayanan ',b'@Laurelindel @SFBART @SFBARTalert Its time you guys have a good maintenance and check schedule + have a re-look in to the design!',7/12/15 9:55
3644,b'(((SJMcMahon))) ',b'@sonenarayanan @SFBART @SFBARTalert two in less than one hour',7/12/15 9:34
3645,b'R Narayanan ',b'@SFBART @SFBARTalert train from FMT out of service at Powell. Door issue!!.',7/12/15 9:18
3646,b'Dusty Nasty Sands ',b'@SFBARTalert - Passed out drunk ass fool on Bart.',4/12/15 17:57
3647,b'Krista Sparks Kiner ',"b'Ugh @SFBARTalert - why you gotta ruin my Friday... Everything stopped at West Oakland, crowds piling on'",4/12/15 8:17
3648,b'Eric Lussier ',b'@SFBARTalert police activity at Embarcardero causing delays into the city.',4/12/15 8:16
3649,b'Lisa Carmack ',"b'Police activity at #Embarcadero, 5-10 min delay for all SF-bound trains. @bartdiaries @SFBARTalert @SFBART'",4/12/15 8:14
3650,b' \xe2\x98\x81\xef\xb8\x8f\nRei \n\xf0\x9f\xa6\x84\n ',b'@SFBARTalert is reporting 5-10 min delay into SF from East Bay due to police activity at Embarcadero',4/12/15 8:14
3651,b'SFBARTalert ',"b'BART recovering: 10 min delay on DALY line in SFO, MLBR and East Bay dirs due to police activity.'",3/12/15 12:36
3652,b'SFBARTalert ',b'A detailed BART service advisory has been issued: http://m.bart.gov/schedules/advisories \xe2\x80\xa6',2/12/15 13:33
3653,b'Marketduck ',"b""@SFBARTalert isn't this a brand new billion dollar rail link?""",2/12/15 8:27
3654,b'SFBARTalert ',b'Oak airport connector is not in svc due to mechanical issues.  parallel bus svc to airport by ac transit.',2/12/15 8:13
3655,b'FC ',b'@SFBARTalert what happened to the 7:46am SF/DC train from South Hayward? It never arrived.',2/12/15 7:58
3656,b'Leanne Morford ',b'@SFBARTalert @SFBART you really need to keep passengers informed of when Air BART delays and track work are ongoing and can affect travel!',2/12/15 7:21
3657,b'Adam Nisbet ',"b""The escalator at Civic Center has been out of service for 2 1/2 months and it doesn't look like anyone is working on it @SFBART @SFBARTalert""",1/12/15 19:06
3658,b'People Behaving Bad ',b'@SFBARTalert @SFBART ...must be nice in this cold weather...#SMFDH!???...',1/12/15 7:47
3659,b'Karen Hellyer ',"b""@SFBARTalert how late do trains have to run before you'll send out an alert?""",1/12/15 7:14
3660,b'San Jose Now ',b'BART recovering:at LAKE. 10 min delay in RICH and DALY dirs due to a medical emergency. @SFBARTalert http://toplocalnow.com/united-states/california/san-jose?utm_source=dlvr.it&utm_medium=twitter \xe2\x80\xa6',30/11/15 8:10
3661,b'The City ',b'Medical emergency @ the Lake Merritt station causing a bit of delay on @SFBART #sfbartalert',30/11/15 7:54
3662,b'Andy Finkenstadt ',b'.@SFBARTalert PITT 7:33am train currently on hold at BPS.  Any news for why?',30/11/15 7:32
3663,b'Roman ',b'@SFBARTalert so that was all destinations correct?',28/11/15 18:41
3664,b'erich e ',b'@SFBARTalert are there dangers?',28/11/15 14:42
3665,b'Jacquinn Scales ',"b'Hope everything is ok. RT @SFBARTalert: 10 min delay at DALY in PITT, DUBL, FRMT, RICH and SF dirs due to police activity.'",28/11/15 14:21
3666,b'Teacher Simon ',b'@SFBARTalert @SFBART There are also mice without tickets at #Bayfair #BART',25/11/15 20:31
3667,b'Teacher Simon ',b'@SFBARTalert @SFBART please do something about homeless beggars at stations? It is hassling & intimidating and no one does anything  #BART',25/11/15 20:29
3668,b'Roman ',b'@SFBARTalert another issue or just the extension of a previous issue?',23/11/15 18:45
3669,b'SFBARTalert ',b'BART recovering: 10 min delay system wide.',23/11/15 18:38
3670,b'Sophie Cheston ',b'Lake Merritt @SFBART station uncharacteristically crowded for 6:35pm due to delays - check @SFBARTalert #BART',23/11/15 18:36
3671,b'Darrel Adams ',"b""There's smoke coming out of the BART car that I was just in. #bart #sfbay @SFBART @SFBARTalert""",23/11/15 18:31
3672,b'Gourav Roy ',b'@SFBARTalert why fremont bound bart is being rescheduled to only till bay fair? #inconvenience',23/11/15 18:03
3673,b'SFBARTalert ',"b'10 min delay between SF stns and East Bay stns in PITT, DUBL, FRMT and RICH dirs.'",23/11/15 17:54
3674,b'Sarah Lawton ',b'@mjg59 @SFBARTalert West Oakland',23/11/15 17:40
3675,b'Takeshi Young ',b'@SFBARTalert Argh.',23/11/15 17:28
3676,b'Sarah Lawton ',"b""@SFBARTalert it's been 20 mins already""",23/11/15 17:23
3677,b'SFBARTalert ',"b'10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity.'",23/11/15 17:17
3678,b'NBC Bay Area\nVerified account\n ',b'JUST IN:   @SFBARTalert\nStn closure at PITT due to police activity.',21/11/15 9:13
3679,b'Emily McAuliffe ',b'Police situation going on..if you are at Bart Montgomery station ...walk to Embarcadero or Powell  #sfbart @SFBARTalert',20/11/15 19:07
3680,b'DeadlyiCoN ',b'@SFBARTalert trains are still not stopping at Montgomery',20/11/15 18:49
3681,b'Le Bute ',b'@SFBARTalert any updates?',20/11/15 17:59
3682,b'Mitch ',"b""@SFBARTalert @transit_tweets of course there is an equipment problem. What else is new?!? @MTA NYC doesn't have these moronic problems.""",20/11/15 17:47
3683,b'Steven Douglas ',b'@SFBARTalert are they single tracking the cars to get them through? Im heading to Fremont.',20/11/15 17:42
3684,b'Richard Simon Just ',"b""@SFBARTalert it's nice & peaceful in here without the lights or air con on. People laughing & joking with each other in the dark.""",20/11/15 17:40
3685,b'People Behaving Bad ',b'@SFBARTalert @SFBART ...should charge 2 seats like the airlines...get with the program BART...#HeavyPeople #BigBone',20/11/15 10:20
3686,b'Jonathan Pirro ',b'Nearly a week of @SFBARTalert delays every morning. I take an earlier train each day and end up getting in EVEN LATER each time. Come on!',20/11/15 8:03
3687,b'Cathy Summers ',"b'Follow @SFBARTalert for insight on my daily commute. Take a drink every time you see ""delay"" '",20/11/15 7:39
3688,b'Nelson Cheng ',b'@SueHallTraffic @abc7kristensze @SFBARTalert all good Sue!  Normal travel time from 12th Street to Civic Center station..have a great day!',20/11/15 6:19
3689,b'SueHallTraffic ',b'@R8ders_4life @abc7kristensze @SFBARTalert Wonderful Nelson!',20/11/15 6:14
3690,b'SFBARTalert ',"b'BART recovering: 10 min delay at SF stns in SFO, MLBR and East Bay dirs due to an earlier equipment prob on track.'",20/11/15 6:02
3691,b'Nelson Cheng ',b'@abc7kristensze @SueHallTraffic @SFBARTalert Traveling at top speed thru the Transbay tube...no noticeable delay. YAY',20/11/15 5:59
3692,b'TrapperSF ',"b""@SFBART @SFBARTalert it's like you don't care about Dublin workers""",20/11/15 5:49
3693,b'TrapperSF ',"b""@SFBART @SFBARTalert that's now 40 min late to get to Dublin""",20/11/15 5:49
3694,b'TrapperSF ',b'@SFBART @SFBARTalert already been waiting for Dublin train for 20 min and now have to wait another 20 min??',20/11/15 5:48
3695,b'Nelson Cheng ',b'@abc7kristensze @SueHallTraffic @SFBARTalert latest announcement @12th St station...30 min delay',20/11/15 5:44
3696,b'Kristen Sze\nVerified account\n ',"b""@R8ders_4life missed opportunity. i'm sorry. :( @SueHallTraffic @SFBARTalert""",20/11/15 5:30
3697,b'KTVU\nVerified account\n ',b'BREAKING: @SFBARTalert\nMajor delays at West Oakland #BART station in all directions due to equipment problem',20/11/15 5:27
3698,b'sunsmilesmooncries ',b'@SFBARTalert @kron4news is there 1 day a week that there is no problem with @SFBART always delays problems . Embarrassing to be honest !',20/11/15 5:27
3699,b'Nelson Cheng ',b'@abc7kristensze @SueHallTraffic @SFBARTalert I should have brought my laptop home so I could telework today...ugh',20/11/15 5:26
3700,b'BizeeBec  \n\xe2\x9c\x88\xef\xb8\x8f\n \xf0\x9f\x8c\x8e\n ',b'Are you kidding me @SFBARTalert this is getting ridiculous.  ',20/11/15 5:20
3701,b'SFBARTalert ',"b'Major delay at WOAK in SFO, MLBR and East Bay dirs due to equip prob.'",20/11/15 5:19
3702,b'ivan a elias ',"b""@SFBARTalert - lately that's the norm with Bart and they continue to raise there fare.""",20/11/15 5:11
3703,b'Toya Brown ',b'@SFBARTalert are we shocked ',19/11/15 8:47
3704,b'MUNI Not in Service ',b'@SFBARTalert @SFBART Means: an employee laid down on the tracks to protest their low pay of $120K #BartFail',18/11/15 17:19
3705,b'R Narayanan ',b'@SFBARTalert cool. Yay!!!. trains moving..',18/11/15 9:45
3706,b'Kyle Anne ',b'BART Delays! Police activity at Montgomery. @SFBARTalert',18/11/15 9:41
3707,b'R Narayanan ',b'Police activity at Montgomery bart station 10 to 15mins #bartdelays cc: @SFBARTalert',18/11/15 9:40
3708,b'Drew Voros ',b'Lots of crazies on @bartdiaries today.  Hello @SFBARTalert How does a guy wearing just a blanket get through any turnstile?',17/11/15 20:31
3709,b'SFBARTalert ',"b'10 min delay at FTVL on FRMT line in DUBL, FRMT and RICH dirs due to police activity.'",17/11/15 18:22
3710,b'MUNI Not in Service ',"b""@SFBARTalert @sfmta_muni Really means: we're #outdated and can't keep up with #technology . Sorry Bay Area""",17/11/15 17:23
3711,b'babytbird124 ',b'Everyone who follows @SFBARTalert @SFBART use #takebartandurlate to post your complaint!',17/11/15 16:44
3712,b'babytbird124 ',b'@SFBARTalert nothing but breakdowns and delays! @orinda train out of service! #takebartandurlate',17/11/15 16:42
3713,b'Ismael Carrasco ',b'@SFBARTalert You always use 20min. That delay set me back 1 fkn hour. 1 hour of frustration.',17/11/15 12:44
3714,b'R Narayanan ',b'@SFBARTalert @lamdong @CorralesMD cool not that bad as I expected.   Started fmt at 812am reached civic at 9:25am',17/11/15 9:30
3715,b'Michael Corrales ',"b""@sonenarayanan @SFBARTalert @lamdong Wow...not a good commuter day at all.  At least it's sunny and beautiful out...""",17/11/15 9:30
3716,b'Kyle Anne ',"b'I recommend saving a Twitter search for ""sfbartalert"" cause passengers usually tweet delays at it before it tweets anything itself.'",17/11/15 9:18
3717,b'Venketesh R. Iyer ',b'@SFBARTalert @SFBART : Extremely poor service. Super in-efficient and unreliable public transportation system - the worst I have witnessed!',17/11/15 9:04
3718,b' \xf0\x9f\x8c\xb4\nEden Golshani ',b'@SFBART @SFBARTalert trains moving again FYI',17/11/15 8:58
3719,b'Lotika Rao ',"b'@SFBARTalert @SFBART Absolutely unreliable for the past week, how can there be an equipment problem or a med emergency every single day ?'",17/11/15 8:55
3720,b' \xf0\x9f\x92\xbe\nJeff Walsh  \n\xf0\x9f\x8d\x80\n ',b'@sonenarayanan @SFBARTalert @lamdong @CorralesMD was waiting at el Cerritos deal Norte for like years. Finally just got on a ride.',17/11/15 8:52
3721,b'R Narayanan ',"b""@KingTwitFisher @SFBARTalert @lamdong @CorralesMD damn..are you close? Is it that bad? I'm nearing oak coliseum.""",17/11/15 8:51
3722,b'babytbird124 ',b'@SFBARTalert @sfbart whats the point of paying $15 day 2b on crowded dirty trains that make us late & stressed out daily? #takebartandurlate',17/11/15 8:51
3723,b'SFBART\nVerified account\n ',b'@surelip03 you can sign up for email or text alerts at http://www.bart.gov/alerts . Also follow @SFBARTalert for automated service alerts.',17/11/15 8:50
3724,b' \xf0\x9f\x92\xbe\nJeff Walsh  \n\xf0\x9f\x8d\x80\n ',b'@sonenarayanan @SFBARTalert @lamdong @CorralesMD going to be a long trek my friend.',17/11/15 8:49
3725,b'P\xc3\xa9rez ',b'@SFBARTalert how can you fix this problem where their BART runs smoothly this us frustrating pls get bck to me with a answer',17/11/15 8:47
3726,b'R Narayanan ',b'New alert:Medical emergency at embarcadero station #bartdelays ++delay from previous power issue fmt @SFBARTalert \nCc @lamdong @CorralesMD',17/11/15 8:46
3727,b' \xf0\x9f\x8c\xb4\nEden Golshani ',b'East bay @SFBART trains not running. Medical emergency (again) at Embarcadero and earlier equip problems. @SFBARTalert',17/11/15 8:45
3728,b'P\xc3\xa9rez ',b'@SFBARTalert #BART why does all BART trains mess up every day im always late to work because their is a mess up everyday with #BART',17/11/15 8:45
3729,b'Gianna Suter-Franco\nVerified account\n ',b'@510_Bate @SFBARTalert not enough!!!!',17/11/15 8:28
3730,b'Jason Bucata - Tech ',"b'@SFBARTalert @dpaola2 There\'s a ""FUBART"" pun in here somewhere...'",17/11/15 8:09
3731,b'Carla Hansen ',"b""@SFBARTalert @SFBART Even with these crazy delays this morning I'm still on time for work. Great job!""",17/11/15 7:56
3732,b'People Behaving Bad ',b'@SFBARTalert @SFBART ...must be nice to have a friend (backpack) sitting next to you in a VERY CROWDED train!???',17/11/15 7:54
3733,b'SFBARTalert ',"b'BART recovering: 20 min delay on FRMT, DUBL and SF lines due to an earlier equipment prob on tracks on FRMT line.'",17/11/15 7:46
3734,b'R Narayanan ',b'#thankyou @gpapilion\nCc : @lamdong @SFBARTalert',17/11/15 7:44
3735,b'Geoffrey Papilion ',"b""@sonenarayanan @lamdong favorite @SFBARTalert on its profile page, and you'll get a notification every time they tweet.""",17/11/15 7:42
3736,b'R Narayanan ',"b'@lamdong there should be a way to get tweet alerts from @SFBARTalert automatically without you checking, right?'",17/11/15 7:40
3737,b'SFBARTalert ',b'BART recovering: major delay on FRMT line in all dirs due to equip probs.',17/11/15 7:13
3738,b'Lam ',b'Forgot to check #sfbartalert this morning. Major delay in Fremont line!',17/11/15 7:12
3739,b'hao1414 ',b'@SFBARTalert is it a delay or a stop of service? Pls clarify',17/11/15 6:56
3740,b'Simon Fung ',b'@SFBARTalert can we go to walnut creek and take it from there to SF.',17/11/15 6:52
3741,b'People Behaving Bad ',"b'@bizeebec @SFBARTalert ...knowing Bart, good luck...#SafeTravels...'",17/11/15 6:49
3742,b'BizeeBec  \n\xe2\x9c\x88\xef\xb8\x8f\n \xf0\x9f\x8c\x8e\n ',b'@SFBARTalert what about my parking $3 #bartdelay',17/11/15 6:45
3743,b'BizeeBec  \n\xe2\x9c\x88\xef\xb8\x8f\n \xf0\x9f\x8c\x8e\n ',b'@SFBARTalert another morning with no service from Fremont to SF. ',17/11/15 6:43
3744,b'SFBARTalert ',b'Major delay on FRMT line due to equip probs.  riders on FRMT and DUBL lines should seek alt means of trans.',17/11/15 6:26
3745,b'SFBARTalert ',b'Major delay on FRMT line due to equip probs between FTVL and COLS.',17/11/15 6:05
3746,b'BATE ',"b'@gianna_franco @SFBARTalert do you sleep? Lol catch you and Damon at 3 everyday, gave a good one'",17/11/15 6:00
3747,b'James Sanders ',b'@SFBARTalert is it back on time?',17/11/15 4:50
3748,b'Moritz Liebtrau ',b'@SFBARTalert how about keeping us updated at the stations? No info available on delays here at Millbrae',16/11/15 18:03
3749,b'babytbird124 ',b'@SFBARTalert almost a disastor @montgomery too crowded @ bottom of escalator. Plowed right into people & then people behind keep coming',16/11/15 17:41
3750,b'San Francisco Loop ',b'@SFBARTalert thank you for the update',16/11/15 13:50
3751,b'Joey Muller ',b'@angelinadavis @SFBARTalert are trains running again?',16/11/15 10:09
3752,b'Deryk DeGuzman ',b'#BART train traffic? C\xe2\x80\x99mom @SFBART I take you to *avoid* traffic. @SFBARTalert',16/11/15 10:05
